text,label,language,source
"आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। If you have questions, reply to this email.",Safe,HI,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Dear Customer, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। Sent from our secure servers.",Phishing,HI,synthetic
"Dear Customer, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from HuggingFace (phishing datasets)),Safe,EN,HuggingFace (phishing datasets) (sanitized)
"नोटिस: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,HI,Kaggle (phishing collections) (sanitized)
Attention: Unusual login attempt from a new device. Secure your account here: [LINK].,Phishing,EN,synthetic
"Hello, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। Sent from our secure servers.",Phishing,HI,synthetic
नोटिस: We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,HI,Enron (public corpus) (sanitized)
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। For support, contact helpdesk.",Phishing,HI,synthetic
नोटिस: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,HI,PhishTank (verified phishing) (sanitized)
पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्।,Phishing,NP,synthetic
नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)),Phishing,HI,Kaggle (phishing collections) (sanitized)
"Attention: आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. If you have questions, reply to this email.",Safe,EN,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
Attention: Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्।,Safe,NP,synthetic
"Attention: Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
सूचना: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,NP,SpamAssassin (public corpus) (sanitized)
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. For support, contact helpdesk.",Safe,EN,synthetic
"Hello, तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Attention: प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"Dear Customer, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
